pageid,title
2015,kule insa pi wan lili awen
9894,kule jan
2488,kule kasi
2523,kule lete
8933,kule lon ijo lili Kuwa en ijo lili Kuwan
9850,kule lon ijo lili Kuwa lon ijo lili Kuwan
8889,kule meli jan
3695,kule olin unpa tonsi
6807,kule pi ijo lili pi taso ala
5508,kule pi open wawa
2522,kule seli
2524,kule seli en kule lete
10126,kule wawa ilo
6133,kule wawa kule (wan lili insa)
6141,kule wawa sewi
3686,kulupu
315,kulupu (sona nanpa)
5799,kulupu Akije
1022,kulupu Alcoholics Anonymous
6810,kulupu Ama
514,kulupu Amason
9195,kulupu An
6333,kulupu Apawi pi ma lili
2509,kulupu Apika Wan
5469,kulupu Ato Sowani Sakomo
10244,kulupu Awawi pi ma lili
6648,kulupu CDU
4358,kulupu Crowdstrike
1061,kulupu E@I
4444,kulupu Elijo E Le Solije Tese
723,kulupu Elopa
1698,kulupu Elopa-Asija Wan
1063,kulupu Elopa Wan
4394,kulupu Epelantujo
4178,kulupu Glottolog
2693,kulupu ISO
7390,kulupu Isilan li utala e tomo tawa linja Masi lon tenpo suno nanpa 11 pi tenpo mun nanpa 3 pi tenpo sike nanpa 2004
971,kulupu Jejusi
2386,kulupu Jejuta
2463,kulupu Jelo Masikokesa
6343,kulupu Junu
880,kulupu Juta
215,kulupu KDE
4122,kulupu Kana
7024,kulupu Kanpusi loje
7406,kulupu Kasansaja Opolona pi kalama musi
8891,kulupu Katoli
1417,kulupu Katolika
5494,kulupu Keman
499,kulupu Kemani
4250,kulupu Kemupuliku
9202,kulupu King Gizzard And The Lizard Wizard
7407,kulupu Kino pi kalama musi
6114,kulupu Kito Keto
7161,kulupu Koka Kola
2214,kulupu Komintan
6051,kulupu Konsantan
9945,kulupu Kopijupakenpowa
5913,kulupu Kukele
4306,kulupu Kuko
7691,kulupu Kuku
7696,kulupu Kulu
6496,kulupu Kupu en jan Kasa
7605,kulupu Kuwin
1076,kulupu Lamusitan
4489,kulupu Lasena
4534,kulupu Latole
3109,kulupu Lebewa pi ma Kanata
8926,kulupu Lepewa Temoka pi ma Juke
3106,kulupu Lepewa pi ma Kanata
7604,kulupu Lesijowe
5829,kulupu Linguasphere
5546,kulupu Lipi Temoka pi ma Juke
3566,kulupu Makoso
7160,kulupu Matana
7163,kulupu Matona
9036,kulupu Mikapesi
9039,kulupu Mikapoti
7097,kulupu Mikoso
9027,kulupu Minojan
3742,kulupu Mojang
2481,kulupu Mojen
6609,kulupu Mosan
2483,kulupu Mosen
3869,kulupu NASA
2774,kulupu NATO
6368,kulupu Nijuwa pi ma lili
3017,kulupu Nintento
8732,kulupu Odo Tenpi Owensi
6900,kulupu Osinonsoni
7535,kulupu Pamilija pi kala Samon
6268,kulupu Pankiko
6267,kulupu Pe Sutatu
4753,kulupu Peketalijan en kulupu Pekan
1910,kulupu Pijete
7740,kulupu Pimesoli
7738,kulupu Pimeson
7751,kulupu Pimeson pi ma Italija
791,kulupu Piten pi ma lili
9830,kulupu Potesu
2268,kulupu SCP
4315,kulupu SPD
7643,kulupu Samoji pi kulupu jan
6735,kulupu Seme
7037,kulupu Sini
572,kulupu Sinsi
3716,kulupu Sleep Token
5480,kulupu Sonkokonsantan
4450,kulupu Studio 54 pi pana weka pi kalama musi
7293,kulupu Talipan
4533,kulupu Taliwa
4748,kulupu Temokasi
3481,kulupu Tesuni
2514,kulupu UN
9937,kulupu Wake
6079,kulupu Walu
1064,kulupu Wapeli
6367,kulupu Wawaju pi ma lili
4606,kulupu Wepalikan
4360,kulupu Wesijowe
7076,kulupu Wikimesija
7079,kulupu Wikimisija
1065,kulupu Wopeli
4078,kulupu esun
7678,kulupu esun Apelu
7679,kulupu esun Sanson
4671,kulupu esun ma Elasija
2782,kulupu ilo
117,kulupu jan
3477,kulupu jan Ajenu
3166,kulupu jan Alapi
7434,kulupu jan An
5859,kulupu jan Api
961,kulupu jan Elena
7000,kulupu jan Jejusi
4690,kulupu jan Jejuta
6281,kulupu jan Jenwansisun
4140,kulupu jan Junu
3316,kulupu jan Kan
6982,kulupu jan Kuteja
6353,kulupu jan Lapita
1066,kulupu jan Lasena
2768,kulupu jan Loma
2551,kulupu jan Lomani
1848,kulupu jan Majoli
1873,kulupu jan Majowi
3121,kulupu jan Mon
2940,kulupu jan Osinonsoni
2416,kulupu jan Poniki
5618,kulupu jan Potano
1067,kulupu jan Sami
6897,kulupu jan Senise
7659,kulupu jan Sensina
6135,kulupu jan Sensine
3019,kulupu jan Sine
5522,kulupu jan Sonwa
6858,kulupu jan Tami
1008,kulupu jan Tata
9852,kulupu jan Ukeno
5719,kulupu jan Wa
6557,kulupu jan Wa lon ma Tona
7077,kulupu jan Wikimesija
1068,kulupu jan Wiku
2432,kulupu jan nanpa wan pi ma Amelika
6770,kulupu jan pi lon nanpa wan pi ma Amelika
6995,kulupu jan pi pali pi ilo suli en tenpo kama ona (lipu)
2192,kulupu jan pi tan sama
7387,kulupu jan pimeja
3693,kulupu kule
3694,kulupu kule olin unpa tonsi
4350,kulupu laso (ma Tosi)
1978,kulupu lawa
2213,kulupu lawa Komintan
1672,kulupu lawa Pasileja Loma
6404,kulupu lawa Tasin
5515,kulupu lawa loje lon ma Sonko
2105,kulupu lawa mama
9213,kulupu lawa pi ma Sonko
10201,kulupu li awen e sijelo pona tan ma ale
7669,kulupu lipu pi toki Ekematula
8880,kulupu lipu pi toki Epanja
5795,kulupu ma Akije
4093,kulupu ma Alapi
5781,kulupu ma Alije
5792,kulupu ma Alije pi utala suli nanpa tu
1060,kulupu ma Apika
125,kulupu ma Elopa
1078,kulupu ma Nosen
9882,kulupu ma Piten
3861,kulupu ma Senken
4434,kulupu ma Sosa Sanwi pi anpa pi sitelen ma
9794,kulupu ma lon telo
2334,kulupu ma pi poka ale telo
2769,kulupu ma utala pi telo Alansi lete
647,kulupu mama
6193,kulupu mama Sasun
2104,kulupu mama lawa
9207,kulupu mama lawa pi ma Sonko
575,kulupu mama toki
2500,kulupu mani
5650,kulupu mun
4294,kulupu mun Atemi
5643,kulupu mun mi
3259,kulupu mun suli
2144,kulupu mun suno
4706,kulupu musi Ma Lito Poni
10013,kulupu musi Pose Kosan Wesin
1070,kulupu nanpa Tesima
4331,kulupu nanpa wan pi ma Amelika
1071,kulupu nena Alepen
5385,kulupu nena Alepi
1072,kulupu nena Alpen
9491,kulupu nena Anapuna
3944,kulupu nena Ante
3950,kulupu nena Antese
3794,kulupu nena Imalaja
2824,kulupu nena Kase
9489,kulupu nena Kasepun
4330,kulupu nena Oki
6011,kulupu nena Penina
6027,kulupu nena Pesu
9851,kulupu nena Sewen
3949,kulupu nena Waki
6013,kulupu nena Wale
9232,kulupu nimi:jan pi wile ike li pilin ike
9233,kulupu nimi:jan sewi en lawa mi
5872,"kulupu nimi ""jan pi wile ike li pilin ike"""
5870,"kulupu nimi ""jan sewi en lawa mi"""
5882,kulupu nimi pi jo e sitelen ale
5557,kulupu nimi pi sitelen ale
2484,kulupu olin
7681,kulupu pali Apelu
7680,kulupu pali Sanson
7715,kulupu pali pi sitelen pona
1073,kulupu pi ilo nanpa
1074,kulupu pi ilo nanpa Intene
61,kulupu pi ilo sona
1075,kulupu pi jan pi lawa ala
5770,kulupu pi jan sama
2464,kulupu pi kalama musi Pijete
2466,kulupu pi kalama musi kiwen Lamusitan
2186,kulupu pi kule olin
3920,kulupu pi kule olin unpa tonsi
1077,kulupu pi kulupu pi jo ala e ken toki
3381,kulupu pi kulupu pi wawa lawa ala
9941,kulupu pi ma ale
2738,kulupu pi ma en jan pi toki ala
780,kulupu pi ma lili
1993,kulupu pi ma lon sewi
2422,kulupu pi ma mute wan
2564,kulupu pi ma sike telo
9831,kulupu pi ma telo Apawi
9832,kulupu pi ma telo Nijuwa
9829,kulupu pi ma telo Wawaju
6017,kulupu pi ma tomo Paki
6000,kulupu pi ma tomo Paki (tenpo pini)
445,kulupu pi mun seli
10262,kulupu pi musi leko pi ma ale
7344,kulupu pi nanpa lon ken kama
7343,kulupu pi nanpa lon ken pana
6494,kulupu pi nasin Ma lon ma Sonko
3088,kulupu pi nasin lawa
6060,kulupu pi nasin loje lon ma Malaja
876,kulupu pi nena ma
247,kulupu pi sijelo wan
3725,kulupu pi sitelen lawa pi pipi Lu
3726,kulupu pi sitelen tawa pi pipi Lu
5612,kulupu pi sona sama
1080,kulupu pi tenpo lili
6498,kulupu pi tenpo sama Z
4463,kulupu pi toki pona
6461,kulupu pi toki pona pi lipu Jaju
390,kulupu pi toki pona pi ma Anku
6406,kulupu pi tomo sin lon ma ale
78,kulupu pi wan ilo pi ma ale
1079,kulupu pi wan ma
4193,kulupu pona pona Nijon
8892,kulupu sewi Katoli
3393,kulupu sewi Katolika
4001,kulupu sewi Kuweka
5874,kulupu sitelen:jan sewi en lawa mi
3036,kulupu sitelen Juniko
8855,kulupu soweli Upe Upe
5649,kulupu suno
5644,kulupu suno mi
4570,kulupu toki
2467,kulupu toki (kon ante)
9955,kulupu toki Anli
9970,kulupu toki Anli Pisiki
9874,kulupu toki Elena
580,kulupu toki Insi-Elopa
9234,kulupu toki Ju
6984,kulupu toki Kanata
2576,kulupu toki Kelita
2575,kulupu toki Kelite
475,kulupu toki Keman
4564,kulupu toki Kemani
6988,kulupu toki Konsi
8190,kulupu toki Lasina
3207,kulupu toki Leke
4682,kulupu toki Loma
6085,kulupu toki Loman
2302,kulupu toki Lowan
2556,kulupu toki Lowen
6973,kulupu toki Malajalan
3116,kulupu toki Mon-Mijen
3388,kulupu toki Osonesija
341,kulupu toki Palata Elopa
6630,kulupu toki Po
3233,kulupu toki Sami
2311,kulupu toki Sem
2310,kulupu toki Semi
2303,kulupu toki Silapi
6626,kulupu toki Sonko
5577,kulupu toki Sonko Po
3075,kulupu toki Tamasi
6971,kulupu toki Tami
6972,kulupu toki Tami Kanata
6949,kulupu toki Tawita
6961,kulupu toki Tawita lon poka lete
6960,kulupu toki Tawita lon poka seli
6964,kulupu toki Tawita pi poka lete
6962,kulupu toki Tawita pi poka seli
6986,kulupu toki Teluku
1937,kulupu toki Tokiponito
10261,kulupu toki Tuki
5580,kulupu toki pi Sonko Po
1081,kulupu toki pi toki pona lon ilo Jaju
8655,kulupu toki pi toki pona lon ilo Jaku
5654,kulupu tomo
2730,kulupu unpa
2244,kulupu utala
3756,kulupu utala Wane
4086,kulupu utala pi ma Nijon
2827,kulupu utala pi telo Alansi lete
4618,kulupu wan Si
4607,kupupu Wepalikan
7741,kurupu Pimesoli
2154,kute
1082,kute ala
1083,kute ike
1084,kute lili
1085,kute weka
5902,kutopoma
6299,l
2236,lanpan
9350,lanpan lawa
8794,lanpan lawa pi jan utala pi ma Pasiju lon tenpo sike 1964
2739,lanpan ma
1086,lape
1087,laso
7124,laso wawa
1089,lawa
3042,lawa ante
3043,lawa kule
237,lawa kulupu
6686,lawa linluwi
8888,lawa linluwi pi ma Sonko
1090,lawa ma
3708,lawa nasa
1091,lawa nimi pi toki Tosi
2182,lawa pi anpa ala
1092,lawa pi jan pali
3044,lawa pi ken ala pilin e ijo wan taso
541,lawa pi ken jan lon ma Mewika
6687,lawa pi kulupu pi ilo sona
5530,lawa pi kulupu utala lon ma Anku lon tenpo sike 2024
5531,lawa pi kulupu utala pi ma Anku lon tenpo sike 2024
4593,leko
3024,leko Lupiko
9761,leko supa
9765,leko supa pona
9764,leko tomo
7634,leko tomo pona
2079,len
5402,len Kapipo
7395,len Sali
2152,len kute
4170,len lawa
4167,len lawa pi ma Satanu
6796,len lawa pi ma Sutton Hoo
4150,len linja sijelo
1862,len ma
4692,len ma pi ma Netelan
3406,len noka
5574,len noka anpa
3824,len pi kiwen walo
3954,len pi kulupu kule
9528,len pi ma Ensi
7673,len pi ma Mewika
1093,len pi ma Netelan
544,len sinpin
2370,len sona
4739,len telo
2141,len uta
2362,lete
2264,lete moku
2265,lete suwi
10130,lili Sonja
4666,lili ale pi sona selo
1974,lili jaki
1096,linija
1097,linja
4146,linja Metu
6160,linja lili pi kiwen kon
3263,linja lon sike
2273,linja palisa
4664,linja pi len ale sike
3837,linja pi len lili sike
9802,linja pi mute weka pi ma ale
3644,linja pi nasin pi pana wawa
1098,linja pona
2503,linja sike
2555,linja sike lon sike ma
2139,linja suno
1887,linja telo
272,linluwi
1099,lipu
6487,"lipu ""jan Osu pi wawa nasa"""
3752,"lipu ""musi utala"""
3985,"lipu ""nasin utala pi jan Sun Su"""
7348,"lipu ""tenpo pimeja 1001"""
7346,"lipu ""tenpo pimeja luka luka ale wan"""
7347,"lipu ""tenpo pimeja luka luka ali wan"""
10156,"lipu ""tomo pi lipu kasi"""
5699,"lipu ""waso pi ike lukin"""
5720,"lipu ""waso pi lukin ike"""
65,lipu 1984
3739,lipu Amason
6042,lipu Anale
2340,lipu Anaten
6153,lipu Aniju
5611,lipu Ansakopesija
6155,lipu Anwajasi
7349,lipu Apu Lela Walela
4138,lipu Ekeni Onekin
6430,lipu Ekisanta
3926,lipu Eneja
293,lipu Eneje
4104,lipu Ewankelijon
6071,lipu Facebook
884,lipu Ili
111,lipu Ilija
5808,lipu Jonletaten
5566,lipu Jonlotaten
3865,lipu Jutu
6316,lipu Kamasu
3858,lipu Kamasuta
3006,lipu Komon
7717,lipu Kulan
4046,lipu La Siwina Komesija
4039,lipu La Tiwan Kometija
7002,lipu Lapo
6194,lipu Linku
2201,lipu Matoton
7213,lipu Mawapalatan
5614,lipu Nupedia
5565,lipu Nupesija
3852,lipu Oni
1100,lipu Oto Tome
6264,lipu Patu
3803,lipu Pelesi
6072,lipu Pepu
3876,lipu Philosophy Tube
2419,lipu Pipija
2418,lipu Pipila
881,lipu Siwina Komesija
1101,lipu Suwesuwekusa
7746,lipu Talo
2420,lipu Tanaka
9977,lipu Tatowepa
1102,lipu Tokipona.info
3813,lipu Tola
1949,lipu Toliken pi jan lili
2200,lipu Tuwita
4757,lipu Uncyclopedia
6154,lipu Unnews
6157,lipu Unvoyage
6158,lipu Unwajasi
3859,lipu Wani
1104,lipu Wasijemensi
2203,lipu Wesi
938,lipu Wikinanpa
9123,lipu Wikipedia
64,lipu Wikipesija
8669,lipu Wikipesija ale
6787,lipu Wikipesija pi toki Alapi
6942,lipu Wikipesija pi toki Awawi
5880,lipu Wikipesija pi toki Inli
1118,lipu Wikipesija pi toki Inli lili
8935,lipu Wikipesija pi toki Inli pona
6083,lipu Wikipesija pi toki Sinupuwanon
465,lipu Wikipesija pi toki pona
6086,lipu Wikiso
6909,lipu Wikisource
7078,lipu Wikitata
5867,lipu Wikiwajase
1121,lipu Wikiwajasi
1106,lipu Wiktionary
6999,lipu Wisonali
3853,lipu Woni
3002,lipu YouTube
2371,lipu ilo
5584,lipu ken la jan li ken tawa ma pi lawa ante
1934,lipu ku
57,lipu kule
4225,lipu laso kiwen
2228,lipu lawa
160,lipu lawa lon lipu Wikipesija
316,lipu lawa pi ken jan lon ma Mewika
6225,lipu lili pi linja wawa
6037,lipu ma
4747,lipu mani
6868,lipu monsuta
1105,lipu nasa
3751,lipu nasin utala pi jan Sun Su
181,lipu ni
2321,lipu nimi
6257,lipu nimi Opo pi toki Inli
2917,lipu nimi Wisonali
1,lipu open
6699,lipu open:ma Tona
6706,lipu open:ma Tona/kulupu
6710,lipu open:ma Tona/lipu pona
6708,lipu open:ma Tona/ma
6709,lipu open:ma Tona/sina sona ala sona
6705,lipu open:ma Tona/sitelen lon tenpo suno ni
6704,lipu open:ma Tona/sona meso
6707,lipu open:ma Tona/tenpo pini
6501,lipu open:toki pona
6696,lipu open:toki pona/ijo sin
6691,lipu open:toki pona/kulupu
6697,lipu open:toki pona/lipu pona
6698,lipu open:toki pona/sina sona ala sona
6692,lipu open:toki pona/sitelen lon tenpo suno ni
6689,lipu open:toki pona/sona meso
9934,lipu open ma
3682,lipu owe
9385,lipu palisa
6662,lipu pi ijo sin
3979,lipu pi jan Eja Nasi
110,lipu pi jan Kikote pi ma La Mansa
108,lipu pi jan Konpusi
3855,lipu pi jan Ton Kikote pi ma La Mansa
2453,lipu pi jan lawa ale pi ma Amewika
4012,lipu pi jan lawa pi sike wawa
1103,lipu pi jan lili pi jan Tokin
6084,lipu pi jan nasa
1107,lipu pi kon nasa
3529,lipu pi ma
3528,lipu pi ma lawa
1108,lipu pi ma pona sin
1992,lipu pi nanpa nasin pi sijelo pi ken ala kipisi
2341,lipu pi tenpo kama ken
4102,lipu pi tenpo pini
112,lipu pi toki Epanja
161,lipu pi toki pona
10241,lipu pi tomo sewi lon lipu nimi sewi pi nasin Enkisiki lon ma Aki
10243,lipu pi tomo sewi lon ma Aki pi Enkisiki
137,lipu pi wile suli lon lipu Wikipesija
79,lipu pu
242,lipu pu pi jan Sonja
5582,lipu sewi
5858,lipu sewi Kulan
7725,lipu sewi Kulan la toki jan
7718,lipu sewi Kulan la toki open
7719,lipu sewi Kulan la toki pi soweli mani
1110,lipu sewi Pipija
7570,lipu sewi TaNaKa
1111,lipu sewi Tanaka
7427,lipu sewi pi toki pona
2116,lipu sitelen
9031,lipu sitelen Onima
1112,lipu sitelen pi toki pona
4318,lipu sona
1113,lipu sona Pipija
3434,lipu sona Pitanika
1114,lipu sona TaNaKa
1115,lipu sona Wikipesija
1116,lipu sona Wikipesija li seme
1117,lipu sona Wikipesija li seme?
2921,lipu sona Wikipesija pona
6725,lipu sona linluwi
5545,lipu sona pi nanpa ante pi wan ijo Atomo
1109,lipu sona pi sike ijo
1119,lipu sona pi toki pona
1120,lipu sona pi toki pona li seme?
6398,lipu sona suli
4094,lipu su
7356,lipu su nanpa tu
7394,lipu su nanpa tu wan
5586,lipu tawa
3038,lipu tawa Wikiwajase
6041,lipu tawa ma
503,lipu tenpo
1122,lipu toki
2941,lipu toki Nikeja
7166,lipu toki Nikija
4103,lipu toki sin
1123,lipu tokipona.info
7005,lipu unabomber
6431,lipu xHamster
1124,loje
5403,loje Kapipo
6381,loje lili
6382,loje walo lili
2547,lon
5656,lon pi sona lon
1125,luka
4058,luka (nanpa)
7325,luka luka
7339,luka luka luka
7327,luka luka tu
7338,luka luka tu tu
7330,luka luka tu tu ale mute luka tu wan ale mute mute luka luka luka tu
7337,luka luka tu wan
7326,luka luka wan
10037,luka pi mu musi
1126,luka pona
7322,luka tu
7324,luka tu tu
7323,luka tu wan
7321,luka wan
2160,luka waso
1127,lukin
1975,lupa
7178,lupa lipu:ma Tona
7179,lupa lipu:toki pona
1128,lupa mama
3073,lupa meli
1129,lupa monsi
1856,lupa pi weka jaki
2725,lupa pimeja
2593,lupa unpa
6575,m
76,ma
5855,ma AA
3603,ma A Noje
1130,ma Aja
2781,ma Ajatan
1131,ma Ajelen
1132,ma Ajowa
807,ma Akan
6350,ma Akani
806,ma Akanisan
1133,ma Akanso
7662,ma Akapa
3931,ma Akensina
6884,ma Aki
2083,ma Alaka
1134,ma Alakon
6877,ma Alakowa
4741,ma Alan
4742,ma Alan lete
3090,ma Alan pi ma Wasinton pi ma Mewika
1135,ma Alapama
6432,ma Alapi
3230,ma Alapija
3919,ma Alasika
1136,ma Alensina
2502,ma Alepen
7309,ma Alijana
1137,ma Alubanija
7304,ma Alunasa
4486,ma Aman
6885,ma Amapa
6840,ma Amasona
1138,ma Amelika
1747,ma Amelika insa
4612,ma Amelika lete
2325,ma Amelika pi teje suno
4613,ma Amelika seli
6954,ma Anan
2034,ma Ankola
230,ma Anku
1141,ma Anku en ma Soson
213,ma Anku lete
231,ma Anku seli
1291,ma Ansetan
7303,ma Anta
1655,ma Antaluki
1142,ma Antalusija
1143,ma Antasika
3427,ma Antekapaputa
1144,ma Antewijo
1145,ma Anto
134,ma Antola
1852,ma Apenuwi
3079,ma Apeta
1146,ma Apika
680,ma Apika Elasija
2773,ma Apika pi pini suno
2798,ma Arizona
9603,ma Asa
3923,ma Asalawakupa
4276,ma Asapajan
4275,ma Asapasan
4274,ma Asepajan
1696,ma Asepasan
4445,ma Asete
140,ma Asija
602,ma Asija insa
3468,ma Asija lete
2328,ma Asija pi open suno
1716,ma Asija pi pini suno
3469,ma Asija seli
3473,ma Asija seli pi open suno
1823,ma Asituli
7772,ma Asitulija
2084,ma Atajo
10135,ma Atejalowa
1147,ma Atulija
10044,ma Awakalijente
1148,ma Awawi
2850,ma Awisi
7585,ma Awisona
1149,ma Colonpija
2799,ma Colorado
3530,ma Ekato
1150,ma Ekematula
1151,ma Ekuwato
35,ma Elasija
104,ma Ele
2925,ma Ele lete
1986,ma Elena
2365,ma Elena majuna
186,ma Elina
2640,ma Eliteja
1152,ma Elonsan
5831,ma Elonsijan
94,ma Elopa
3255,ma Elopa insa
3253,ma Elopa lete
3249,ma Elopa pi open suno
3254,ma Elopa pi pini suno
3269,ma Elopa seli
1153,ma Elunsan
9002,ma Enan
3731,ma Enkon
2689,ma Ensi
114,ma Epanja
6731,ma Epelanto
7262,ma Epelantujo
6843,ma Epilitu Santu
869,ma Esalasi
7664,ma Esawato
1155,ma Esi
2705,ma Esisi
1735,ma Esuka
1156,ma Esuka pi ma Epanja
6728,ma Etajo
3809,ma Eten
1666,ma Etonija
4488,ma Etulija
2085,ma Ewisona
1157,ma Helonsan
1158,ma Helonsane
9510,ma Iku
5550,ma Iku suli
1159,ma Ilaka
7172,ma Ilakija
1160,ma Ilan
7013,ma Ilan en ma Isale li utala
4267,ma Ililija
6736,ma Ilino
2086,ma Ilinowi
7171,ma Ilison seli
649,ma Imala
3795,ma Imalaja
650,ma Imalasi
651,ma Imalati
7310,ma Imasa
3830,ma Inka
1161,ma Inli
3613,ma Insa pi jan Token
4017,ma Insa pi jan Tokin
2088,ma Insijana
2087,ma Insijena
2174,ma Intanesi
793,ma Intonesija
3228,ma Ipelija
6844,ma Ipilitu Santu
1162,ma Isale
7010,ma Isale en ma Ilan li utala
4522,ma Isale en ma Pilisin li utala
1275,ma Isan
1163,ma Isilan
10114,ma Itako
724,ma Italija
1164,ma Itejopija
9480,ma Jakuja
1165,ma Jaman
5723,ma Jamanija
2838,ma Jeloson
6206,ma Jen
3450,ma Jewipe
2032,ma Jukanta
10081,ma Jukatan
532,ma Juke
1800,ma Jukolawija
10016,ma Jule
2089,ma Juta
3323,ma Juwese
6483,ma KK
1182,ma Kajana
612,ma Kakasi
877,ma Kakasija
3060,ma Kalaka
1723,ma Kalalinuna
3096,ma Kalapako
1719,ma Kalasi
1724,ma Kalasinuna
7653,ma Kaleko
2848,ma Kalelija
2393,ma Kaletoni sin
1166,ma Kalija
1169,ma Kalijala
6091,ma Kaliki
795,ma Kalimantan
2198,ma Kaliponija
1168,ma Kaliponja
10052,ma Kaliponja anpa
10062,ma Kaliponja anpa seli
7657,ma Kalisa
2022,ma Kalisala
1167,ma Kalisija
4724,ma Kalowato
2166,ma Kamelun
1170,ma Kan
1171,ma Kana
7777,ma Kanakawa
2417,ma Kanan
1172,ma Kanata
7301,ma Kanataka
1173,ma Kanesika
2077,ma Kaneteka
5900,ma Kanka(tenpo pini)
10064,ma Kanpese
2507,ma Kanpija
1174,ma Kanpusi
6753,ma Kanpusi en ma Tawi li utala lon tenpo sike nanpa 2025
7025,ma Kanpusi loje
1708,ma Kanpusija
1175,ma Kanputija
2095,ma Kansa
179,ma Kanse
5512,ma Kansi
1824,ma Kantapi
1176,ma Kantapija
6409,ma Kantun
6549,ma Kape
3241,ma Kapon
3429,ma Kapu Wesi
3428,ma Kapuwesi
7565,ma Kasa
2133,ma Kasa (kon ante)
9146,ma Kasa (ma Asija insa)
608,ma Kasaka
605,ma Kasakatan
600,ma Kasasan
7566,ma Kasatan
1178,ma Kasila-Lamansa
1179,ma Kasila-Lejon
7405,ma Kasila-Leon
657,ma Kata
1180,ma Katala
658,ma Katali
7352,ma Katalunja
6820,ma Katasa
4512,ma Katata
5435,ma Katata pi tenpo pini
1697,ma Katelo
2644,ma Katemala
1181,ma Kawolina seli
2542,ma Kejana
5846,ma Keke
7300,ma Kelalan
10111,ma Kelelo
6205,ma Ken
3537,ma Kenata
3534,ma Keneta
1890,ma Kenja
2151,ma Kense
370,ma Kentaki
2834,ma Kenu
3459,ma Kepeka
2148,ma Kepeke
778,ma Keposi
2247,ma Keposi pi soto suno
1183,ma Kijan
2327,ma Kijana
7771,ma Kijana pi ma Kanse
2326,ma Kijanakanse
6323,ma Kijansi
6893,ma Kiju
6720,ma Kiju Si Sanelu
6737,ma Kijukansi anpa
6862,ma Kijukansi sewi
4328,ma Kijusiju
597,ma Kiliki
2553,ma Kilin
1184,ma Kilipasi
1185,ma Kilipati
596,ma Kilisa
598,ma Kilisitan
2580,ma Kin pi ma Wasinton pi ma Mewika
2621,ma Kine
2634,ma Kinejekatolija
3515,ma Kinepisa
668,ma Kinla
463,ma Kinlan
416,ma Kinli
777,ma Kiposi
1190,ma Kiposi lete
2179,ma Kiposi pi soto suno
6752,ma Koja
6328,ma Kojolawe
9483,ma Kokusi
6886,ma Kolama
7466,ma Kolasun
8714,ma Kolijo
10100,ma Kolima
1186,ma Kolonpija
2096,ma Kolowato
10092,ma Komi
3522,ma Komo
7308,ma Koni
1861,ma Konko
1952,ma Konko lili
1850,ma Konko pi ma tomo Kinsasa
1860,ma Konko pi ma tomo Pasawi
1951,ma Konko suli
1725,ma Konlan
9792,ma Konton
6882,ma Kontonja
5764,ma Kopensi
4732,ma Kosa Santen
2646,ma Kosalika
2615,ma Kosewa
2521,ma Kosiwa
1187,ma Kosowa
1818,ma Kosowo
1188,ma Kosu
6837,ma Kotalika
6562,ma Koto Misito
10080,ma Kowawila
3267,ma Kuli
6903,ma Kuma
3310,ma Kunte
1189,ma Kupa
7049,ma Kusala
7733,ma Kuse Kiposi
4222,ma Kusela
1839,ma Kusikipi
5824,ma Kuwanton
5825,ma Kuwantun
5724,ma Kuwasi
1191,ma Kuwe
1197,ma La Lijoka
1192,ma Lajo
1193,ma Lanka
2660,ma Lapanuwi
2910,ma Lapewija
7315,ma Lasasan
7086,ma Lasatan
1194,ma Latija
1195,ma Lawi
7127,ma Leninka
9425,ma Lesepu
7224,ma Lesoto
1196,ma Lijatuwa
1893,ma Lijoja
1825,ma Lioha
1198,ma Lioja
2960,ma Lipelija
3074,ma Lipija
1199,ma Lisensan
9461,ma Litensan
2169,ma Loma
1200,ma Loma pi tenpo pini
5793,ma Loma suli
2550,ma Lomani
1201,ma Lominija
5386,ma Lonpasija
5390,ma Lonpateja
2622,ma Losi
1202,ma Lowasi
1203,ma Lowenki
3539,ma Lowenko
1204,ma Lowensina
1205,ma Lowita
7130,ma Lunan
811,ma Lunpan
5388,ma Lunpasija
2639,ma Lunsi
1206,ma Lusepu
39,ma Lusi
2626,ma Lusi en ma Ukawina li utala
2333,ma Luson
2188,ma Luwanta
2161,ma Luwisijan
9201,ma Luwisijana
2787,ma Luwisijena
7313,ma Majalasa
4500,ma Maketonija
9241,ma Maketonija (kon ante)
7773,ma Maketonija lete
4501,ma Maketonija majuna
3123,ma Mako
10186,ma Makuwa
1806,ma Malakasi
6838,ma Malanjan
8929,ma Malasija
2618,ma Malawi
1209,ma Malesija
1845,ma Mali
2030,ma Malipe
9410,ma Maloko
7712,ma Man
673,ma Manin
3964,ma Manitopa
6097,ma Masapawi
2078,ma Masasuse
1210,ma Masasusi
6896,ma Masi
1211,ma Masija
810,ma Masu
2817,ma Masu majuna
779,ma Mata
7312,ma Mateja
6845,ma Matu Kosu
9335,ma Matu Kosu Su
6878,ma Matu Kosu anpa
7314,ma Mawalasa
1758,ma Mekiko
2162,ma Men
1212,ma Mesija
1213,ma Mesiko
3517,ma Mesiko sin
2008,ma Mesopotamija
311,ma Mewika
3823,ma Mewika en ma Sesesele li utala
6775,ma Mewika en ma Sesesele li utala lon tenpo suli kepeken moli ala kepeken toki
9605,ma Mewika la lipu pi kama ante
1794,ma Mewika li utala li wile weka tan ma Piten
2163,ma Mewilan
